Species,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco_type,AMF,Phenolics,Lignin,NSC,Census,Time,Event,PlantSeason,EMF_log,Synthetic
Acer saccharum,0.07501891640698106,Med,Sterile,,,AMF,23.016689196167555,5.793184227742443,12.965238124618157,12.405342998691525,16.452584661833416,28.3,0,Summer,2.090351258786694,1
Acer saccharum,0.07326107373738669,Med,Sterile,,,EMF,16.59022501536635,2.400129747916878,26.393646765098765,22.003008463670636,6.71549983330927,48.1,0,Monsoon,3.3841996773181373,1
Quercus rubra,0.09324705096622303,Med,Acer rubrum,,,AMF,26.758605009673236,0.13073038192341138,9.431995815712234,21.91468532415806,18.157922455539975,66.3,0,Monsoon,3.668006049961721,1
Quercus rubra,0.09714607278590486,Med,Acer rubrum,,,EMF,18.94131254374317,0.15540871773714068,10.454187640003498,21.795820157729157,7.30490248803539,6.0,0,Monsoon,3.354314662667745,1
Quercus alba,0.07199663697524496,Med,Populus grandidentata,,,AMF,21.137059116794127,0.5801385323572326,14.212497746402525,17.203982351547044,21.40237064977146,54.9,1,Monsoon,3.330169380187215,1
Quercus alba,0.059230788989388466,Low,Quercus alba,,,EMF,21.65048729489974,0.601316780633925,10.654283477522517,17.728967156944893,15.05048307711198,9.4,0,Monsoon,3.62923914977817,1
Acer saccharum,0.10905313677207083,Med,Populus grandidentata,,,AMF,14.507166877274232,5.112698010107383,14.048641375585095,11.36355875048669,20.565832301064937,38.7,0,Monsoon,3.04302499574603,1
Quercus rubra,0.10042924817841613,Low,Quercus rubra,,,EMF,22.679200570085314,-0.07150522280365046,5.984176612833,21.848833164182185,16.0493691515767,25.3,1,Summer,3.323184465938638,1
Acer saccharum,0.0802308130982503,Med,Quercus rubra,,,EMF,15.589546405844063,-0.0988439333013342,10.052912061283845,11.166424741490546,6.928286744624243,6.0,0,Monsoon,3.450371144685415,1
Quercus alba,0.13877602628262212,Med,Prunus serotina,,,EMF,8.769054995389649,2.648497214106131,19.106018675368794,12.634347978143936,33.0,11.0,0,Summer,3.3658255914752986,1
Prunus serotina,0.09024367835279978,Med,Acer rubrum,,,AMF,18.724252384583586,3.7478109639205917,12.886427677555874,10.57605703745434,15.545806187520355,25.8,1,Monsoon,3.3166509583777946,1
Prunus serotina,0.13959380877254937,Low,Sterile,,,AMF,4.892853789171771,0.0006616416072797796,13.730308167756482,16.275883467704997,32.30461930866567,81.3,1,Monsoon,3.3892976555828564,1
Quercus rubra,0.08593406176637577,Med,Quercus alba,,,EMF,13.034459098774153,0.7954063744472484,23.182194315236384,12.123201163497242,8.076458858476624,14.7,0,Monsoon,3.687203125723448,1
Quercus alba,0.08748050752756349,Med,Sterile,,,AMF,5.181911678076346,0.6142228417828842,13.777435028254278,16.856643902929875,16.196500367292888,21.4,1,Monsoon,2.1042189280747357,1
Quercus rubra,0.07185254448031295,Med,Quercus rubra,,,AMF,14.408314329159223,4.470395458113116,6.56499266831262,11.89281611010673,18.16514832544176,90.0,1,Summer,3.6203102864624963,1
Acer saccharum,0.09548550203533294,High,Acer rubrum,,,EMF,22.01152660810285,3.933798816151192,27.320957132169607,12.68117308011214,11.469383711101933,32.7,1,Summer,3.3482370968723485,1
Quercus alba,0.09419539456061796,Med,Quercus alba,,,EMF,23.131911728593824,0.48874714503864114,19.426050249833153,11.56350085181258,33.0,20.9,1,Summer,3.382145812493514,1
Acer saccharum,0.161,Low,Quercus alba,,,AMF,44.474028574164585,3.1696157870261086,10.099494327902699,11.262106621367861,7.0182692688962725,40.9,0,Summer,3.8457107025307935,1
Prunus serotina,0.07095150456365516,Med,Quercus rubra,,,EMF,17.65902729811428,4.660646998440448,13.857442887338344,12.77409985655144,11.84297533448876,30.3,1,Monsoon,3.339493250510734,1
Quercus rubra,0.09869992835462127,Low,Quercus alba,,,AMF,28.110177226136674,0.290613514444321,6.170708664233574,10.053848201934734,6.123489650143121,62.3,1,Monsoon,3.4083854645856966,1
Quercus alba,0.161,High,Quercus rubra,,,AMF,62.62,2.7935968239122273,13.35446390415423,10.88145838411474,20.17637191613793,6.0,0,Monsoon,3.3027813403705903,1
Quercus rubra,0.06332105909375871,Med,Quercus rubra,,,AMF,18.06586096565863,4.7431758011333205,13.797213055720198,11.017824190830373,14.103713587196742,90.0,0,Monsoon,3.7741345725564956,1
Prunus serotina,0.047201423357328416,Med,Quercus rubra,,,AMF,13.380688596339798,0.05613238594103634,9.477609530163258,8.042794041578997,14.02098990027468,8.7,1,Monsoon,3.5719433787199653,1
Acer saccharum,0.0992500510086187,Med,Quercus alba,,,EMF,9.502909781956525,5.5534139067912935,25.86001583241412,17.2099533436387,6.648147410516987,36.0,1,Monsoon,3.346445216770024,1
Acer saccharum,0.05634740694954689,Med,Sterile,,,EMF,9.106570020261215,0.13921674066635026,12.873260007615933,12.530904744758098,13.682922189158333,46.6,0,Summer,3.3390617807616243,1
Acer saccharum,0.0947376607091098,Low,Quercus alba,,,EMF,20.80869512811242,3.8826159499923145,16.063596833228225,18.39598526368048,20.239641645143575,36.8,0,Monsoon,3.403260197377298,1
Quercus alba,0.12127902084431474,Med,Quercus alba,,,AMF,9.498848672738639,4.941820795218001,13.945398865445227,11.298331176914106,6.648430847518888,22.9,1,Monsoon,3.352546212903265,1
Acer saccharum,0.04910140654597846,Med,Populus grandidentata,,,AMF,12.728763302215942,0.6761666860261252,26.43990298779297,19.19488024382146,18.486913884685315,61.9,0,Summer,3.371125058409266,1
Quercus alba,0.08049312054816903,Low,Quercus rubra,,,AMF,15.603225458423875,0.08784360607937662,5.443586306668904,16.801310540399708,12.73274638867035,30.0,1,Monsoon,3.369420641907645,1
Quercus rubra,0.08743461837671992,High,Populus grandidentata,,,AMF,11.16446923920212,-0.4998502588920103,11.048123348261939,11.578983081017611,33.0,22.9,0,Summer,3.37072171556131,1
Acer saccharum,0.08682938651488317,Low,Populus grandidentata,,,EMF,15.53573254644881,2.890505009686562,18.585042385359365,23.913500120495918,12.04364667255911,52.5,0,Summer,3.351562116037503,1
Prunus serotina,0.07826304842067199,Low,Quercus alba,,,EMF,16.551792789656812,-0.1674367917519682,24.94251753215157,17.502671772870855,6.9573920047911235,14.2,0,Summer,3.2927080170810394,1
Quercus alba,0.08614632955236148,Low,Sterile,,,EMF,15.271997680644905,0.22128629731345267,21.040993229539573,6.439377792828527,33.0,17.7,0,Summer,3.3900656266739806,1
Quercus alba,0.07400230871451881,Med,Acer rubrum,,,AMF,16.068670247649447,2.9454910653141573,23.99108425761289,12.077938629449273,7.311247321956352,20.3,0,Summer,2.607823791601851,1
Quercus alba,0.13860550468552418,Med,Sterile,,,EMF,5.198064083344382,5.609832555971583,14.29402681726027,23.870365670477323,12.666500871365109,30.2,1,Monsoon,3.3407703195965146,1
Acer saccharum,0.09341894822615683,Med,Quercus alba,,,AMF,16.604675134130737,0.2002093140760999,19.138316127373383,16.70868316101366,14.253426450540905,6.0,0,Monsoon,0.0,1
Quercus rubra,0.07437788712522722,Med,Sterile,,,AMF,36.97939779512388,4.7811096675239195,20.574397286656122,11.660509255601701,32.22167424743795,90.0,1,Monsoon,3.3685613720408645,1
Prunus serotina,0.09550549787414762,Med,Sterile,,,AMF,35.01011973844619,4.716169629486271,13.524456294020984,23.57411428613282,18.575071983046676,39.9,0,Monsoon,3.9471725832504183,1
Acer saccharum,0.15996756643885904,Med,Prunus serotina,,,AMF,10.185148174235719,-0.007424928362317278,11.449321295880202,12.738165173763777,17.930717479529125,88.2,1,Summer,3.3497361010478253,1
Prunus serotina,0.0724121402475784,Med,Acer rubrum,,,AMF,18.194054228868538,0.5753024824785575,11.365513797536531,11.714143060654747,8.451758082756902,56.3,0,Summer,3.3825632889227393,1
Prunus serotina,0.09977452611793247,Low,Acer saccharum,,,AMF,23.20240738799785,0.03566176642052401,4.84045090939335,15.041333682387474,33.0,13.4,0,Monsoon,3.364927686741736,1
Quercus rubra,0.08403612782353839,High,Prunus serotina,,,AMF,3.5621561223313467,0.26170872632778747,4.7102678067980435,12.84467404224018,13.033059812676193,17.9,1,Summer,3.820268358244237,1
Acer saccharum,0.07083910417560957,Low,Quercus rubra,,,EMF,11.059726855722928,0.7914353425178026,9.139235534759555,17.58909389139141,13.306029568337037,6.0,0,Monsoon,0.019798597958671872,1
Quercus rubra,0.12123096724074255,Med,Acer saccharum,,,AMF,14.738528120822133,3.676012193436876,10.677503884065368,12.641061875691175,6.291031825328095,59.2,0,Monsoon,3.434369573677876,1
Acer saccharum,0.08766889216973145,Low,Acer saccharum,,,EMF,13.524449697969521,0.7194874430584309,9.122995844166905,21.081098887922764,32.67770619786681,39.5,0,Summer,3.387912109077332,1
Quercus rubra,0.07216390215673629,Med,Quercus rubra,,,AMF,17.303322340909613,4.282121000958742,13.283783009494321,12.706150473730437,18.16283794133185,18.2,1,Monsoon,3.6097344449186046,1
Quercus alba,0.10669580146299264,Med,Quercus rubra,,,EMF,25.73985388166925,2.332085735836559,8.090066335915994,10.530618144146706,6.059790177669824,87.9,0,Summer,1.502770931000339,1
Acer saccharum,0.1389571001015836,Med,Quercus alba,,,EMF,20.791335740448748,4.197210198982972,11.081333923993638,12.95014642917261,23.112831775947587,49.8,0,Monsoon,3.379131465148167,1
Quercus alba,0.08241710454215598,Low,Prunus serotina,,,AMF,18.25743071115005,2.798629914533318,21.77789991100909,11.963100260383122,6.826452962724682,47.3,0,Summer,3.3264040067825817,1
Quercus rubra,0.07554701610994104,Med,Sterile,,,AMF,32.773251047804514,0.7200698173626642,19.662911306641465,12.70307237167214,16.020794118588938,21.1,1,Summer,3.3833370526791215,1
Prunus serotina,0.10277213928286266,Med,Acer rubrum,,,EMF,11.060329262841263,3.916338529131776,19.487372776139907,8.179890048487776,13.672485363081282,23.6,0,Monsoon,3.418775807747576,1
Quercus rubra,0.10835004678423667,Med,Quercus rubra,,,EMF,26.92474793251484,-0.19336591819839227,14.488946951029801,14.244937284417432,7.239693752905648,44.5,0,Summer,3.3746559210563642,1
Acer saccharum,0.0513118394970515,Low,Quercus rubra,,,EMF,19.094115685268893,-0.12598624828729343,13.203703873681361,15.992831535077618,33.0,39.5,1,Monsoon,3.3649075225061464,1
Acer saccharum,0.10149592955067858,Med,Acer rubrum,,,AMF,14.04508108702626,3.1463210525794127,18.93192997359652,17.753221978513395,12.341596996677778,43.0,0,Monsoon,3.4573874257005284,1
Quercus rubra,0.1317213839116659,Med,Quercus rubra,,,AMF,18.385812838068038,0.477639242110942,25.384108798846352,11.126656017778513,7.327699671971845,65.2,0,Monsoon,4.335050981347592,1
Quercus alba,0.13643521985721518,Low,Sterile,,,EMF,17.844764191514138,-0.1275032411433993,5.345678569279377,20.241067565137623,17.26072542031106,15.1,1,Monsoon,3.362644154838821,1
Prunus serotina,0.032,Med,Quercus rubra,,,EMF,11.771910203264929,2.544031498152928,20.902429458523706,11.234428113475067,12.992078793944357,12.3,0,Summer,3.3237222601924112,1
Quercus alba,0.07970833536268017,Low,Acer rubrum,,,EMF,18.53530850968149,4.117503159786182,18.95697863419978,12.54623959356304,6.7993641681486245,37.7,0,Monsoon,3.4312926091900304,1
Acer saccharum,0.10229952582474977,Low,Acer saccharum,,,EMF,19.07489033229796,-0.2601042823760055,23.659697255843795,11.767954052205727,33.0,33.9,1,Summer,3.3444992994589775,1
Acer saccharum,0.06139810701200679,High,Acer rubrum,,,AMF,14.918274459227781,0.047552614493429714,25.123957380931426,7.978177971396498,11.594703405812826,28.4,0,Summer,3.311806928014355,1
Quercus rubra,0.08644827076352604,Med,Sterile,,,EMF,5.179227930710157,0.707430768429927,5.260706524269125,20.22190518079456,13.229397822595917,69.4,1,Monsoon,3.407529204712807,1
Acer saccharum,0.1606945549687811,Low,Populus grandidentata,,,EMF,17.186051965120775,0.16968752775040316,21.48393151192013,23.61520828668921,8.217181079280026,37.3,1,Monsoon,1.3375621645967173,1
Quercus rubra,0.06834360268252818,Low,Prunus serotina,,,EMF,40.61585685781824,0.056900723293079214,10.977006243029903,12.999512696624544,12.519025941151888,37.8,1,Monsoon,0.0,1
Quercus rubra,0.161,Med,Quercus alba,,,AMF,4.834645632746059,-0.05987726451068859,22.62170672811042,9.923458740924993,6.567501494001963,26.5,1,Summer,2.90479772861163,1
Prunus serotina,0.06193982492204002,High,Prunus serotina,,,EMF,0.04001672965616964,4.668490639578297,24.802722878633134,18.719947685498962,12.233788923599802,25.3,1,Summer,3.378765072944349,1
Prunus serotina,0.08087772624847304,Med,Quercus rubra,,,AMF,23.535042663245687,2.634822486815253,21.48599770636105,11.79877866264308,14.096607010386126,90.0,1,Summer,3.3932236767267945,1
Quercus alba,0.09418175204292939,High,Sterile,,,AMF,18.934208719830163,0.969321059321128,18.415221874230177,15.957730968600499,7.164622723630495,41.4,0,Monsoon,3.3104733437698664,1
Prunus serotina,0.07779994667264992,Low,Quercus rubra,,,AMF,7.479636962752956,0.3901302319377058,5.419480005848506,11.193805581814376,12.90145290675311,58.2,0,Summer,3.3813942096740104,1
Quercus alba,0.05987915701659474,Low,Quercus alba,,,AMF,7.919977160971408,4.6935287984381935,6.267842252456844,12.512215296535073,7.701937384962812,30.9,0,Summer,3.3146229463010886,1
Quercus rubra,0.08117838803922112,Med,Acer saccharum,,,AMF,32.020353008092656,-0.029211888120106055,21.703325461322546,20.135496035198848,13.26981888208669,16.9,0,Monsoon,3.3432779810767475,1
Prunus serotina,0.0792711587107785,Med,Acer rubrum,,,EMF,16.8149838723222,-0.12428602730956245,26.39137411351467,6.688862464016804,7.616009701052381,24.2,1,Monsoon,3.45299185358748,1
Quercus alba,0.051757409371907995,Med,Acer saccharum,,,AMF,13.551150674085026,2.4336566418931733,7.973700027953322,11.826584752300066,32.87933454242494,25.4,0,Monsoon,0.010115844722799205,1
Quercus rubra,0.07290199386819349,Med,Acer saccharum,,,AMF,11.7850974800573,0.6194134221066254,4.9991289106139245,24.21772716874997,33.0,37.7,1,Summer,1.6418679461496404,1
Quercus alba,0.10650741790930857,Low,Acer rubrum,,,EMF,36.64192283489785,4.330649038295153,19.065543643968287,13.767167894003073,15.85555362204185,14.7,1,Summer,3.502658449170008,1
Quercus rubra,0.09071141974665112,High,Prunus serotina,,,AMF,14.831444662578127,0.013364399998050155,5.382216147736579,11.619678053543206,13.849195776992127,27.6,0,Monsoon,0.8572528609490718,1
Prunus serotina,0.07862949616210625,Med,Sterile,,,EMF,5.587130318292081,3.7588897949782667,8.88110397187004,16.655713965112128,32.43978602891557,11.2,0,Monsoon,3.3354784081441333,1
Quercus rubra,0.10677499375864632,Med,Populus grandidentata,,,AMF,21.162275036622614,0.415226241340136,7.284231258109084,9.305446880955868,7.2083859998961195,33.7,0,Monsoon,2.0628523056850354,1
Prunus serotina,0.07260503822406951,Low,Quercus alba,,,EMF,23.283916558008,0.5510989816359251,12.356508957548867,16.16575578273052,6.531052414473219,79.3,0,Summer,3.6865257823552064,1
Prunus serotina,0.13367949265522425,Med,Populus grandidentata,,,EMF,14.487456239465207,0.22784346485812054,10.508407432045772,20.275660841825147,17.717516532935786,25.0,0,Monsoon,3.359535530783895,1
Acer saccharum,0.0486261817384926,Med,Acer rubrum,,,AMF,12.517505411015481,3.330842154040497,6.078060364594984,7.168453484263139,11.37985051332006,7.3,0,Monsoon,3.401211879032274,1
Prunus serotina,0.11114797833562852,Low,Acer saccharum,,,AMF,35.0161188819394,0.47214665926256955,19.69239975704161,13.317100995194403,32.13111892421664,40.5,0,Monsoon,3.3890516350535624,1
Prunus serotina,0.08196189515853278,Med,Prunus serotina,,,AMF,10.521485781838814,-0.05879639947069702,12.265448090113034,14.738017005900893,13.962026154812566,42.2,0,Monsoon,3.350798587391505,1
Acer saccharum,0.06641166857812482,Low,Sterile,,,AMF,16.600247113169274,2.7945924003549205,23.178901635638155,11.156342058049377,6.673016437179054,32.7,1,Monsoon,3.359678012245305,1
Acer saccharum,0.03214914493167874,Med,Populus grandidentata,,,AMF,23.14308259549644,3.553540052008482,14.090830804521726,11.51133366365668,11.151317208000373,28.1,0,Summer,3.3418889126634843,1
Acer saccharum,0.12248606324836252,Low,Populus grandidentata,,,AMF,12.450322791749075,1.7002252682482502,24.638410088577526,17.50947386579585,14.976476838538382,67.4,1,Monsoon,3.4311091599358288,1
Prunus serotina,0.08160128289404692,Med,Acer saccharum,,,EMF,11.881965955359165,3.8416999672699985,15.717031667015764,12.096548465578476,16.47879599548747,76.8,0,Monsoon,3.38671646258047,1
Prunus serotina,0.08607502677103791,Med,Prunus serotina,,,AMF,53.489133752095,0.022936895569999352,21.21718266512185,12.081631801932529,7.882460679004032,44.9,0,Summer,3.3587255927709094,1
Quercus alba,0.0884282253139911,Low,Sterile,,,AMF,11.237447917836242,3.672054803638404,12.36175506181594,19.607948676559197,17.526126093106853,33.9,1,Monsoon,3.340149082602202,1
Acer saccharum,0.0675904785282446,Med,Acer rubrum,,,EMF,15.338977039076042,4.532874715610255,23.34034423434939,10.146254611312074,7.013761352535317,8.8,0,Monsoon,3.4181456270745327,1
Quercus rubra,0.06478044152409346,Low,Sterile,,,EMF,5.823136745362248,0.08347944219780526,14.326813469778402,23.964190574209287,18.308256695750075,23.0,0,Summer,3.6998557634487836,1
Quercus alba,0.08740811469269315,Low,Prunus serotina,,,AMF,0.056084994134806276,0.7111746723134476,25.113533785133395,22.36605227758878,7.601521550020223,22.1,0,Summer,0.0,1
Prunus serotina,0.07697321844606583,High,Prunus serotina,,,AMF,19.27935329250627,3.5423847142652543,13.355777222769307,13.488315709807386,6.7695021775209065,8.0,0,Summer,3.4267687366796284,1
Quercus rubra,0.08442727580181622,Med,Acer rubrum,,,EMF,8.045819252707071,0.5422818626825883,22.910937136915937,12.005508682255172,33.0,60.4,0,Summer,3.342425439617797,1
Quercus rubra,0.10625796041087561,Low,Acer saccharum,,,AMF,22.01738460077796,2.4406663030887263,10.124156170547149,17.029539289719565,7.598451781671866,63.5,1,Summer,3.350034763610163,1
Acer saccharum,0.061579757626178754,Med,Acer saccharum,,,AMF,9.700339388222162,0.6567861778897186,13.756310702878665,6.577826334508638,11.037728313130922,70.9,1,Monsoon,0.024445428042308117,1
Acer saccharum,0.10519248559212759,Med,Prunus serotina,,,AMF,19.019618700518567,3.6995004850263102,9.828009532848188,13.105105014406515,7.214699460353362,50.2,0,Summer,1.8927541126399285,1
Acer saccharum,0.13305883576732458,Med,Prunus serotina,,,EMF,14.540033150690059,5.471385075964265,14.226293216237494,12.007551538752843,13.937181233591616,47.7,0,Summer,3.501391805235387,1
Quercus rubra,0.16068946326365421,Low,Acer saccharum,,,EMF,16.487780214982973,-0.1326299294532838,19.00955543089412,12.092788860490403,32.71367191618931,32.6,1,Summer,3.3520452086600123,1
Acer saccharum,0.05846486793543926,Med,Quercus rubra,,,EMF,16.451162322477582,4.222570724098841,18.747797828270087,12.079548938411387,32.876695526706435,62.2,0,Summer,3.3938030101873955,1
Acer saccharum,0.05357310741743055,Low,Acer rubrum,,,EMF,16.636694411927895,3.3466120119397678,19.68791291693842,8.613054911856949,13.25469277808968,34.4,0,Monsoon,3.880422598654454,1
Quercus alba,0.05269697697555544,Low,Quercus rubra,,,AMF,14.754872038439622,0.012409583890353612,7.447148268204179,18.373638118735723,32.594090675742486,6.0,1,Monsoon,3.2904598723381655,1
Acer saccharum,0.07559890983326419,Med,Prunus serotina,,,EMF,33.61596948240584,3.361460079232943,18.10922429621714,11.157738855851724,8.966300144285736,38.9,0,Summer,3.4339026518456532,1
Quercus alba,0.06782042964259963,Med,Quercus alba,,,AMF,28.565873852901642,4.998334972711745,11.256202022192456,13.398312024479186,32.4416437492669,27.8,0,Summer,3.3149257430312566,1
Prunus serotina,0.14057049761984416,Med,Sterile,,,AMF,21.4350775369489,-0.4835236458647683,17.568131354064633,12.87089371961398,17.132824147445355,35.1,0,Monsoon,3.011946137140476,1
Acer saccharum,0.08732768287858773,Low,Quercus rubra,,,AMF,15.70539879852143,0.23151068162698824,20.384704266973227,11.6507461465838,33.0,30.5,1,Summer,3.328888513862103,1
Acer saccharum,0.0665672191976432,Low,Acer rubrum,,,AMF,20.283916155647923,2.3035405677122927,5.028738646092535,11.391278927358098,6.3892335494249215,33.7,1,Summer,3.316588367359322,1
Quercus rubra,0.07860264989072238,Low,Prunus serotina,,,EMF,25.91249453717178,2.1068222676320003,14.288310643104746,10.873068073693004,12.57782026043938,11.8,0,Summer,3.341542409393261,1
Acer saccharum,0.10117236939793861,Med,Populus grandidentata,,,AMF,17.730479569066222,5.4722070208272795,14.80373441542369,8.753516096571124,7.469029080983341,6.0,1,Monsoon,3.266335068105676,1
Quercus alba,0.08553508969772015,Med,Prunus serotina,,,AMF,19.78567988455931,-0.27878650507224745,13.98659214388914,24.14756807109981,7.07777799786395,25.1,0,Monsoon,2.6587783732457746,1
